,block_1,block_2,block_3,db_1_max,db_1_min,db_1_null,db_1_unique,db_2_max,db_2_min,db_2_null,db_2_unique,db_3_max,db_3_min,db_3_null,db_3_unique,max,min,name,null_count,path,random_1,random_2,random_3,size,top_1_percent,top_1_value,top_2_percent,top_2_value,top_3_percent,top_3_value,unique,zero_count
3497,xxxxxxxxxxxxxxxxxxxx,...xx..........xxx.x,xxxxxxxxxxxxxxxxxxxx,34674.0,0.0,0,41139,78149.798337,0.0,0,31657,78149.798337,0.0,0,32237,102513.868345,-44.6625,Rentabilidad_8/14_CF.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/14_CF.double,236.166667,45.4232142857143,39.363333,399545,1.2,67.9796231079691,1.1,62.7787510060218,0.9,1.0,164343,2
3498,....................,....................,....................,3084532.20608785,0.0,0,152,2378728.36445868,0.0,0,5996,529106.054454355,0.0,0,440,11143189.6209511,0.0,Rentabilidad_8/88_REPARTO_Costo de Bodegas Secundarias.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/88_REPARTO_Costo de Bodegas Secundarias.double,0.0,0.0,0.0,399545,94.7,0.0,0.0,236.351472838308,0.0,472.702945676616,17532,378324
3499,xxxxxxxxxxxxxxxxxxxx,....................,....................,3329585.9928986,0.0,0,22522,10963544.9513774,0.0,0,339,6688591.17128053,0.0,0,19089,10963544.9513774,0.0,Rentabilidad_8/10_BODEGA_Costo Arriendo Terceros.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/10_BODEGA_Costo Arriendo Terceros.double,49136.5816941189,0.0,0.0,399545,79.2,0.0,1.1,396.991356658448,0.5,11678.3440283527,53192,316344
3500,xxxxxxxxxxxxxxxxxxxx,....................,xxxxxxxxxxxxxxxxxxxx,17201.6445036,1.5,0,62723,37022.8248664,0.0,0,4051,37022.8248664,-11.956439,0,23424,39877.8888632,-11.956439,Rentabilidad_8/97_REPARTO_Tiempos de Reparto Fijo + Variable.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/97_REPARTO_Tiempos de Reparto Fijo + Variable.double,280.3430876,0.0,6.4454088,399545,50.0,0.0,0.1,2.556718,0.1,1.7113436,188224,199622
3501,....................,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,25477237.0795488,0.0,0,1840,35493230.200859,0.0,0,35616,18737216.0908067,0.0,0,53117,86563651.8237591,-24134.8247579066,Rentabilidad_8/9_BODEGA_CEDIS Propio- Costos Bodega.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/9_BODEGA_CEDIS Propio- Costos Bodega.double,0.0,18867.0190674085,7287.42959290528,399545,27.2,0.0,0.3,56426.9403934896,0.3,54030.2105676254,181359,108737
3502,....................,................x...,....................,0.000343666231356107,0.0,0,13,0.000343666231356107,0.0,0,12,0.000397614314115308,0.0,0,15,0.000397614314115308,0.0,Rentabilidad_8/64_MERCADEO_Prorrateo Mercaderistas.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/64_MERCADEO_Prorrateo Mercaderistas.double,0.000125672873510253,0.000343666231356107,0.0,399545,40.5,0.0,14.1,1.7710713210421e-05,11.9,0.000125672873510253,15,161703
3503,....................,.xx.................,.xx..............xxx,180542.435000672,0.0,0,999,122244.727632677,0.0,0,611,122244.727632677,0.0,0,793,321843.934094476,0.0,Rentabilidad_8/61_MERCADEO_PDE.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/61_MERCADEO_PDE.double,0.0,0.0,0.0,399545,93.6,0.0,0.3,33333.3333333333,0.1,9248.79313126936,6258,374121
3504,xxxxxxxxxx.xxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,11.2711,2.895448,1,53882,12.5931,-74.359562,963,47710,11.2711,2.895448,8,52136,12.59316383,-75.62004595,Rentabilidad_8/53_Latitud AUTO PREV.double,1930,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/53_Latitud AUTO PREV.double,10.97678,3.43665,8.73694,399545,0.6,0.0,0.1,7.20177,0.1,7.34834,238285,2441
3505,....................,....................,....................,0.0,0.0,0,1,0.0,0.0,0,1,5477478.80072756,0.0,0,5083,100198389.998026,0.0,Rentabilidad_8/73_OP. DISTRIBUIDORES_Costo Fijo.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/73_OP. DISTRIBUIDORES_Costo Fijo.double,0.0,0.0,0.0,399545,73.1,0.0,0.2,22517.6750366726,0.1,23445.4932912973,80907,292241
3506,....................,....................,....................,0.0,0.0,0,1,0.0,0.0,0,1,19742330.4539881,0.0,0,982,25798644.6161792,0.0,Rentabilidad_8/12_BODEGA_Distribuidores- Costos Fijos y Variables.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/12_BODEGA_Distribuidores- Costos Fijos y Variables.double,0.0,0.0,0.0,399545,72.8,0.0,1.2,13654.4490294924,1.1,28261.3101372093,64252,290810
3507,....................,....................,xxxxxxxxxxxx.....xxx,1854951.04222105,0.0,0,1598,1854951.04222105,0.0,0,1593,1854951.04222105,0.0,0,1130,1854951.04222105,-263.721112299092,Rentabilidad_8/87_REPARTO_Costo Supervisores.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/87_REPARTO_Costo Supervisores.double,0.0,0.0,17030.8635847147,399545,58.4,0.0,0.0,147.398027800474,0.0,38.9365842125135,161388,233356
3508,........x........xx.,....................,x.x...xx....xxxxxxxx,216857.142857143,0.0,0,636,506000.0,0.0,0,784,216857.142857143,0.0,0,864,510865.166666667,0.0,Rentabilidad_8/135_VENTA_Costo de Handheld Rutas Autoventa.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/135_VENTA_Costo de Handheld Rutas Autoventa.double,1003.96825396825,0.0,1314.28571428571,399545,69.6,0.0,0.2,1243.24324324324,0.2,971.209213051823,1234,278121
3509,....................,....................,....................,16980604.9534513,0.0,0,16958,2653724.13111211,0.0,0,47,0.0,0.0,0,1,34562770.0,0.0,Rentabilidad_8/7_AUTOVENTA_Costo Variable.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/7_AUTOVENTA_Costo Variable.double,0.0,0.0,0.0,399545,92.5,0.0,0.1,24950.425295493,0.1,81389.5011337874,20648,369681
3510,.x.....xxxxxxxxxxxx.,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,60300.978742,0.061641,0,43644,176873.308211,0.035224,0,53618,182621.243799,0.035224,0,47785,182621.243799,-67.282195,Rentabilidad_8/15_CU.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/15_CU.double,205.061414819307,330.397486,19.875101,399545,1.2,140.576063184875,1.1,151.348311665972,0.7,39.3791354351595,318373,2
3511,....................,....................,....................,0.0,0.0,0,1,52282399.0,0.0,0,18,0.0,0.0,0,1,52282399.0,0.0,Rentabilidad_8/76_OP. DISTRIBUIDORES_Mayoristas.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/76_OP. DISTRIBUIDORES_Mayoristas.double,0.0,0.0,0.0,399545,99.6,0.0,0.1,86325.4680306902,0.1,251879.012461059,18,398025
3512,xxxxxxxxxxxxxxxxxxxx,....................,....................,16666665.0,0.0,0,35865,10335070.3639166,0.0,0,856,0.0,0.0,0,1,16666665.0,-7930.25830121882,Rentabilidad_8/89_REPARTO_Costo de Depreciación.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/89_REPARTO_Costo de Depreciación.double,106809.114949181,0.0,0.0,399545,38.7,0.0,0.1,32517.370757955,0.1,37792.8911564623,232898,154703
3513,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,447160200.750988,6299.8824182105,0,60422,291432001.983642,13591.0688661197,0,64977,441672392.267902,10708.5946460888,0,19918,721853263.130473,-5169.53615789066,Rentabilidad_8/126_Total CdS.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/126_Total CdS.double,60240.2410210599,1321035.42704851,552164.558939201,399545,0.1,227395.810648911,0.1,1202634.73900372,0.1,399783.232701242,364513,0
3514,....................,....................,NNNNNNNNNNNNNNNNNNNN,0.0,0.0,21234,1,21274.879614748,0.0,23107,9,0.0,0.0,20941,1,14767501.3897932,0.0,Rentabilidad_8/80_PREVENTA NCB_Costo de Prevendedor NCB.double,111843,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/80_PREVENTA NCB_Costo de Prevendedor NCB.double,0.0,0.0,,399545,68.4,0.0,0.1,8019.12129890501,0.1,42813.7038112171,178,273398
3515,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxx......,....................,16154.4656698,0.0066666,0,31370,9429.338,0.015,0,5833,9429.338,0.0033334,0,27078,20502.773669,-8.9325,Rentabilidad_8/16_Calculation_1880818214638259.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/16_Calculation_1880818214638259.double,18.5000002,8.26,36.0899351257795,399545,1.2,13.5959246215938,1.1,12.5557502012044,0.9,0.2,164375,2
3516,....................,....................,....................,23812272.521946,0.0,0,1839,19663628.1776845,0.0,0,23451,23812272.521946,0.0,0,1839,33896728.0,-3404.50575470632,Rentabilidad_8/95_REPARTO_Rutas Fijas- Costos Fijos.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/95_REPARTO_Rutas Fijas- Costos Fijos.double,0.0,0.0,0.0,399545,88.7,0.0,0.0,11058.4948244205,0.0,442.594947679963,44144,354341
3517,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,30134.8206859042,0.0,0,51124,27929.4426903939,0.0,0,64892,17571.3937609777,0.0,0,18212,94054.2540886988,-34.6013763724964,Rentabilidad_8/92_REPARTO_Merma de Ruta.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/92_REPARTO_Merma de Ruta.double,75.7684996838329,895.997403954066,5.69798170702555,399545,50.2,0.0,0.0,1.06621689451947,0.0,0.545977580374969,197214,200413
3518,xxxxxxxxxx.xxxxxxxxx,.xxx..xxx..x.x......,xxxxxx.xxxxx..x.xxxx,76432703.4044138,4549.90158691351,0,48054,123860206.398661,1884.10161733165,0,23994,123860206.398661,0.0,0,28252,210534680.487734,0.0,Rentabilidad_8/125_TOTAL VENTA.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/125_TOTAL VENTA.double,127343.638935266,114884.651022468,98283.9780957867,399545,0.2,115644.663271633,0.2,907643.746219396,0.1,296613.440405244,156920,9
3519,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,626470826.684547,-139476272.861183,0,47873,429308274.582768,-75791446.957826,0,53685,626470826.684547,-139476272.861183,0,59561,626470826.684547,-146761797.520473,Rentabilidad_8/100_Rentabilidad.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/100_Rentabilidad.double,-57303.3536089488,158754.20187679,-112263.538032292,399545,0.1,356472.091718393,0.1,211795.792270916,0.1,456260.986808373,365139,0
3520,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,31391919.3154391,0.0,0,51818,30491184.0166503,1161.10442005466,0,64755,93046392.6259574,-30016.588571421,0,41696,93046392.6259574,-30016.588571421,Rentabilidad_8/123_TOTAL REPARTO.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/123_TOTAL REPARTO.double,32784.9064684915,100613.303746007,50180.3098394312,399545,33.1,0.0,0.1,42517.0025510203,0.1,51921.074766355,256499,132374
3521,.xx.xxxxxxxxxx....xx,xxxx.x.xxxxxxxx.xxxx,xxxxxx....xx........,337335614.92636,0.0,0,5536,5418349.09744606,1541.81883537024,0,517,98458123.6058498,0.0,0,20023,599855591.256965,0.0,Rentabilidad_8/122_TOTAL MERCADEO.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/122_TOTAL MERCADEO.double,2390.9364548495,5657.56972987834,241046.861751593,399545,9.7,0.0,3.6,177.25696473797,3.4,1257.79192761242,180124,38718
3522,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,774833294.66,0.0,0,40992,241920734.49,0.0,0,44767,774833294.66,0.0,0,41112,774833294.66,-316497.53,Rentabilidad_8/129_Util. Bruta.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/129_Util. Bruta.double,1714653.53,233299.54,2150211.93,399545,1.2,563790.40335904,1.1,546350.757929117,0.7,135491.521189817,322143,45
3523,........x...........,......xx..........x.,....................,510865.166666667,0.0,0,935,510865.166666667,0.0,0,905,510865.166666667,0.0,0,783,510865.166666667,0.0,Rentabilidad_8/137_VENTA_Costo de Handheld Rutas Preventa.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/137_VENTA_Costo de Handheld Rutas Preventa.double,1150.0,2549.11838790932,0.0,399545,40.6,0.0,0.4,1234.14634146341,0.4,1147.39229024943,1567,162102
3524,xxxxxxxxxxxxxxxxxxxx,....................,....................,16822157.7920304,711.833330215389,0,63677,0.0,0.0,0,1,0.0,0.0,0,1,16822157.7920304,0.0,Rentabilidad_8/93_REPARTO_Rutas Dinamicas- Costos Fijos.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/93_REPARTO_Rutas Dinamicas- Costos Fijos.double,163098.005511115,0.0,0.0,399545,61.3,0.0,0.0,1625.66156933925,0.0,1554.20861043541,151488,244872
3525,....................,....................,....................,24499.1836456529,0.0,0,2678,7898.78440385516,0.0,0,684,27078.0450820374,0.0,0,9388,37288.1603537669,0.0,Rentabilidad_8/3_AUTOPREVENTA_Costo de Devoluciones.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/3_AUTOPREVENTA_Costo de Devoluciones.double,0.0,0.0,0.0,399545,90.8,0.0,0.0,1189.6743985725,0.0,1369.91023065682,13672,362726
3526,NNNNNNNNNNNNNNNNNNNN,....................,....................,9487.5,0.0,13731,93,7076.92307692308,0.0,8835,56,0.0,0.0,21926,1,9487.5,0.0,Rentabilidad_8/136_VENTA_Costo de Handheld Rutas NCBs.double,111843,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/136_VENTA_Costo de Handheld Rutas NCBs.double,,0.0,0.0,399545,68.4,0.0,0.2,1345.74468085106,0.1,1502.54460784314,94,273397
3527,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,2742094.90705757,-750.142985889778,0,18512,2742094.90705757,-750.142985889778,0,29231,118892.186916826,0.0,0,63685,2742094.90705757,-750.142985889778,Rentabilidad_8/91_REPARTO_Devoluciones.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/91_REPARTO_Devoluciones.double,722.293623267505,784.39325200631,829.871159421222,399545,50.1,0.0,0.0,7.5480616931069,0.0,4.66082818993549,197526,200051
3528,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,98264870.9549424,0.0,0,59383,91872139.8144999,-12481.5527693903,0,34488,91872139.8144999,-12481.5527693903,0,34224,101552477.088157,-12481.5527693903,Rentabilidad_8/113_T1_Cedis Propio.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/113_T1_Cedis Propio.double,698190.171950866,24280.321390688,2473.53450382111,399545,27.1,0.0,0.3,46565.5949377712,0.3,176775.039588293,250951,108204
3529,....................,....................,.x.xxx........x....x,935824.824513981,0.0,0,486,596403.762018242,0.0,0,137,1336766.73552922,0.0,0,1301,16048202.8923026,0.0,Rentabilidad_8/82_PREVENTA_Costo de Prevendedor Normal.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/82_PREVENTA_Costo de Prevendedor Normal.double,0.0,0.0,50244.969961485,399545,50.5,0.0,0.1,31019.7500476364,0.1,32716.2562509236,5122,201888
3530,....................,....................,....................,209857.840044631,0.0,0,7,209857.840044631,0.0,0,7,69952.6133482103,0.0,0,3,209857.840044631,0.0,Rentabilidad_8/138_VENTA_Costos EDI.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/138_VENTA_Costos EDI.double,0.0,0.0,0.0,399545,99.7,0.0,0.1,69952.6133482103,0.1,104928.920022315,7,398341
3531,....................,....................,....................,0.0,0.0,0,1,0.0,0.0,0,1,0.0,0.0,0,1,11616223.8985879,0.0,Rentabilidad_8/6_AUTOVENTA_Costo Fijo.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/6_AUTOVENTA_Costo Fijo.double,0.0,0.0,0.0,399545,92.5,0.0,0.0,45739.8015031798,0.0,22677.0055561139,6707,369456
3532,....................,....................,....................,0.0,0.0,0,1,0.0,0.0,0,1,0.0,0.0,0,1,9647481.02860397,0.0,Rentabilidad_8/94_REPARTO_Rutas Dinamicas- Costos Variables.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/94_REPARTO_Rutas Dinamicas- Costos Variables.double,0.0,0.0,0.0,399545,61.4,0.0,0.0,312.361620056461,0.0,466.868087397576,146557,245410
3533,....................,....................,....................,0.0,0.0,0,1,4241108.5313032,0.0,0,187,0.0,0.0,0,1,36370374.0,-18602.5425697643,Rentabilidad_8/96_REPARTO_Rutas Fijas- Costos Variables.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/96_REPARTO_Rutas Fijas- Costos Variables.double,0.0,0.0,0.0,399545,88.7,0.0,0.0,2105.02316987305,0.0,1726.150763097,41165,354344
3534,....................,....................,....................,3606.87676788174,0.0,0,14,3606.87676788174,0.0,0,6,3606.87676788174,0.0,0,6,4015.99603767943,0.0,Rentabilidad_8/79_OTROS VENTA_Costo de Rotación Pre_Televendedores.double,2,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/79_OTROS VENTA_Costo de Rotación Pre_Televendedores.double,0.0,0.0,0.0,399545,52.5,0.0,8.7,1129.9300918197,6.9,677.273571237246,19,209835
3535,....................,....................,....................,0.0,0.0,0,1,0.0,0.0,0,1,0.0,0.0,0,1,723106.931455018,0.0,Rentabilidad_8/43_GERENTES VENTA_Coordinadores Bronces.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/43_GERENTES VENTA_Coordinadores Bronces.double,0.0,0.0,0.0,399545,92.3,0.0,1.2,5556.72830618506,0.9,5910.08245767626,12,368829
3536,....................,xx......x...........,....................,196193.61768629,0.0,0,287,196193.61768629,0.0,0,287,990520.783362069,0.0,0,250,5002076.20595778,0.0,Rentabilidad_8/44_GERENTES VENTA_Costo Gerente de Ventas Normal.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/44_GERENTES VENTA_Costo Gerente de Ventas Normal.double,5953.90837468191,6271.71091572426,3845.26458353367,399545,9.0,0.0,0.9,4717.386996866,0.9,5953.90837468191,718,35804
3537,....................,....................,....................,118.92,0.0,0,106,314.4,0.0,0,127,0.0,0.0,0,1,358.5,0.0,Rentabilidad_8/83_PREVENTA_Tiempos de Venta + Traslado Preventa Normal.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/83_PREVENTA_Tiempos de Venta + Traslado Preventa Normal.double,8.19182381072004,8.28902571532054,0.0,399545,50.3,0.0,4.0,7.10582996171287,3.6,7.6,286,200981
3538,NNNNNNNNNNNNNNNNx...,....................,....................,0.0,0.0,30985,1,53.6369986601161,0.0,13927,23,41.6369986601161,0.0,5115,19,53.6369986601161,0.0,Rentabilidad_8/81_PREVENTA NCB_Tiempos de Venta + Traslado Preventa NCB.double,111843,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/81_PREVENTA NCB_Tiempos de Venta + Traslado Preventa NCB.double,,0.0,0.0,399545,68.4,0.0,1.0,6.93949977668602,0.6,6.67509922346851,23,273390
3539,....................,....................,x.x..xx.x.x.x..xx..x,185855.383564262,0.0,0,92,100568.062434547,0.0,0,76,19181.2704605792,0.0,0,8,11732497.1619329,0.0,Rentabilidad_8/118_TELEVENTA_Costo de Televendedor Normal.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/118_TELEVENTA_Costo de Televendedor Normal.double,0.0,0.0,17433.4730822128,399545,90.4,0.0,0.2,14980.040250029,0.2,14499.8545044245,154,361062
3540,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,98264870.9549424,0.0,0,59112,25633063.2972148,0.0,0,64038,171142465.095881,9.21278681058491,0,43719,184571384.683866,-12481.5527693903,Rentabilidad_8/124_TOTAL T1.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/8/Rentabilidad_8/124_TOTAL T1.double,140834.864168556,1725236.02770091,54511.2564213164,399545,1.2,59940.553961107,1.1,81929.5274132086,0.7,39799.649831104,331037,2
3541,....................,....................,....................,0.0,0.0,0,1,0.0,0.0,0,1,234883.594096302,0.0,0,1776,715558.451140014,0.0,Rentabilidad_5/1_AUTOPREVENTA_Costo Fijo.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/1_AUTOPREVENTA_Costo Fijo.double,0.0,0.0,0.0,399545,90.8,0.0,0.0,30107.7968848223,0.0,45129.3141352504,4963,362726
3542,....................,.x....xx..x.........,....................,338861.755117484,0.0,0,5,122484319.133242,0.0,0,485,338861.755117484,0.0,0,5,122484319.133242,0.0,Rentabilidad_5/77_OP. DISTRIBUIDORES_NO GVF.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/77_OP. DISTRIBUIDORES_NO GVF.double,0.0,1150896.70526316,0.0,399545,94.5,0.0,0.3,284348.010576928,0.3,164598.349647641,508,377690
3543,...x................,....................,....................,3439.56972987834,0.0,0,12,3979.5069582505,0.0,0,15,3439.56972987834,0.0,0,9,3979.5069582505,0.0,Rentabilidad_5/134_VENTA_Costo Total Mercaderistas.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/134_VENTA_Costo Total Mercaderistas.double,2390.9364548495,1257.79192761242,177.25696473797,399545,40.5,0.0,14.1,177.25696473797,11.9,1257.79192761242,15,161703
3544,.xx.xxxxxxxxx.xxxxxx,.....xxx..xxxx.xxxxx,xxx..xxxxxxxxxxxx.x.,5524781.44812443,0.0,0,2783,988773.52771618,0.0,0,7310,1184724.52771618,0.0,0,7620,5526235.85028277,0.0,Rentabilidad_5/60_MERCADEO_Costo Refrigeración.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/60_MERCADEO_Costo Refrigeración.double,0.0,0.0,16274.8214715208,399545,50.4,0.0,2.7,108972.52771618,1.9,112999.52771618,26517,201245
3545,...xxxx....x.....xxx,...x.............x.x,x....x.x....x.......,31521.1187343211,0.0,0,4454,56054.1910491464,1.58725417415694,0,17799,31357.0853191163,0.934166130422537,0,11944,76552.5373259291,0.0,Rentabilidad_5/130_VENTA_MERMA DE VENTA.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/130_VENTA_MERMA DE VENTA.double,108.834560960474,42.0719899866207,137.264371442797,399545,0.3,10.4063077763973,0.2,46.3819049739454,0.2,17.7195855694774,73134,425
3546,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,x.xx...x...x........,44604.2206144237,0.0,0,60307,30062.6739959809,0.0,0,40897,38794.1215659673,0.0,0,56891,1507445.80633653,0.0,Rentabilidad_5/86_Precio Prom. CU.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/86_Precio Prom. CU.double,14424.3042695786,9467.95969632709,7742.98546192508,399545,1.2,8533.13161944592,1.1,7680.61703715151,0.7,7320.62370423122,336896,47
3547,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,52461283.038573,0.0,0,55711,429264.038588699,0.0,0,64621,1529226.89079229,0.0,0,39707,52461283.038573,-6529.50301938932,Rentabilidad_5/85_Precio Prom. CF.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/85_Precio Prom. CF.double,185.245046283303,92.0532184639382,13974.8466008568,399545,1.2,17645.7884709788,1.1,18516.5904465713,0.5,20511.3134161633,338963,47
3548,xxxxxxxxxxxxxxxxxxxx,....................,xxxxxxxxxxxxxxxxxxxx,3139644.30223738,0.0,0,6892,0.0,0.0,0,1,3139644.30223738,0.0,0,10083,110295485.316344,0.0,Rentabilidad_5/74_OP. DISTRIBUIDORES_Costo Variable.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/74_OP. DISTRIBUIDORES_Costo Variable.double,43490.6453980418,0.0,16092.8219548052,399545,73.2,0.0,1.2,39181.041369607,1.0,43448.3276461048,63956,292438
3549,xxxxxxx.xxxxxxxxxxxx,....................,....................,5023085.50694444,0.0,0,17409,5023085.50694444,0.0,0,855,5023085.50694444,0.0,0,5032,5023085.50694444,0.0,Rentabilidad_5/90_REPARTO_Costo de Mantenimiento.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/90_REPARTO_Costo de Mantenimiento.double,23704.5043834572,0.0,0.0,399545,42.6,0.0,0.1,5056.58353075371,0.1,13146.2649115195,36447,170139
3550,....................,xxxxxxxxxxxxxxxxxx..,....................,0.0,0.0,0,1,8886.8387195,2.8868667,0,1388,237585.8169387,0.0,0,40864,237585.8169387,0.0,Rentabilidad_5/78_OP. DISTRIBUIDORES_Prorrateo Visitas.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/78_OP. DISTRIBUIDORES_Prorrateo Visitas.double,0.0,262.752805165764,0.0,399545,72.6,0.0,0.2,53.3928760657074,0.1,55.5928760657074,80105,290145
3551,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxx..xxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,35493230.200859,26.7908904037768,0,36434,16523182.36605,0.0,0,54965,25477237.0795488,6.63657464549663,0,33291,86563651.8237591,-24134.8247579066,Rentabilidad_5/121_TOTAL BODEGA C_ARRIENDOS.double,0,/data/mt-compression/code/tools/datasets/formatted/Rentabilidad/5/Rentabilidad_5/121_TOTAL BODEGA C_ARRIENDOS.double,40391.0598951061,3290.57471318425,7304.84551702415,399545,1.2,13654.4490294924,1.1,28658.3014938677,0.5,54010.5618006423,247817,2
